rating,title,text,date,source_store,review_id
1,,"i used it for upi. now that option is hidden , instead loan offer are shown .",2026-05-13,play_store,8bda0e44-232c-45e3-8512-babb19f6589b
3,,"Thanks for the services....I want to add some suggestions which will made this app more reliable and easy for trading 1.Please add the trailing SL feature. 2.If possible , add both Index and CE/PE chart simultaneously on same screen in 1 tap trading. Hope these features will be added soon in upcoming updates.",2026-05-13,play_store,4d435911-a3a5-4b4a-bc81-becd9e92f6d1
5,,life time my best app and real,2026-05-13,play_store,c428add8-bb02-4219-9771-af804f4d1f0b
4,,"Today I faced very bad experience, i suppose to sell my stock but grow was down for 6hours.... Really very bad experience....Today I will exit from Groww....Will go with Paytm.",2026-05-13,play_store,0796982d-11a5-457c-9b7c-b311bb0a5893
2,,Expense ratio increases very high when stocks. or corrected so now use to buy in groww,2026-05-13,play_store,4c264896-22ce-4197-a44f-72ea1d35ae3d
1,,"don't use it if you want your money to be safe..this app lags too much ,they charge High but app and it's customer support is pathetic..this app is not for traders you will lose your money if right time entry and exit will not work with app function",2026-05-13,play_store,1f602a99-4d9d-4873-bcaf-565a1a895a60
1,,"worst trading app while selling the stocks no charges have been seen 1st I try to verify for charges I was not able to see or purposely it not have been showed while 2nd time I click on sell the stock has been sell out I got the loss this unethical and the sell order details seen as 5rs brokerage 28rs as deposited charges seriously worst app. They hold your funds for 24 hours after a stock sale, and then another 24 hours when you try to withdraw to your bank. This is scam app",2026-05-13,play_store,424921f0-b97e-4eea-9d68-81caa8a07ccc
5,,One of the best apps to Support the budding or new investor who enters into the market for the first time. They have all the fundamentals you should know for investing at a very convenient place. Their charts show exactly what you want to see and provide you a crisp outline of data with events and News which are up to date to support your investment ideas. Overall i am having a wonderful experience in Grow and one more Fee is also comparatively low in the investor point of view.,2026-05-13,play_store,e852813f-75e9-4673-af2f-8389ff5053c4
5,,very User friendly. Can rely on the data during the market hours for entry and exit. App is very convenient to do the research. All the required info in one place.,2026-05-13,play_store,8118825c-51d8-42c1-a6f1-3d0fb4963b64
1,,"is the most horrible horrible company and mobile app. groww is deducted delay payment charges if you are not maintain the minimum balance in groww account this is the first brokerage house where minimum balance is mandatory to maintain every customer otherwise the penalty delay charges applicable which is increased month by month and you are liable to pay this is the policy of groww, USP of the groww",2026-05-13,play_store,7f8de727-ee4c-4761-99c0-934b125271fa
1,,"it's totally a scam to say either 20rs or 0.02% brokerage on commodity trade, (whichever is lower) additionally they say, minimum 20rs will be deducted in any condition even if trade amount is 1rs. then why don't you say directly flat 20rs brokerage on commodity trade it both these things means the same. I was really disappointed with this brokerage strategy. I'm shifting my portfolio to another brokerage... bye bye groww....",2026-05-13,play_store,352ca9a8-56b4-4eb2-83eb-4fb07b50b75b
5,,"app is very good, currently market and stock news update, easy to use overall Good",2026-05-13,play_store,743efe7c-3030-4a5b-84ef-5a7715d2a609
5,,"such a good platform for treading , but eventually it's very bad is the brokerage have so high amount of tax. that bad",2026-05-13,play_store,93af3e49-8ab5-41dc-b3fb-b9eba09719d3
3,,Kindly add Peg ratio in fundamental section,2026-05-13,play_store,f72dbc28-9d82-4855-b473-822a73aabc86
4,,Suggestion: If you can add (Avg. NAV / Current NAV) in the dashboard it will definitely be a good feature.,2026-05-13,play_store,696efd9e-954f-4017-8734-ffd274a72d06
1,,Groww ka experience bahut disappointing raha. Customer support ko call karo to bahut der tak wait karna padta hai aur proper response bhi nahi milta. Charges bhi unnecessary lagte hain. Improvement needed.,2026-05-13,play_store,2f3020a4-93b4-4a47-9c3f-7154c77bf482
5,,"This app has helped a lot in my journey of investment, think of anything and it's a available, thanks to GROWW for presenting such a user friendly app.",2026-05-13,play_store,888c90a8-891b-4a79-9be0-fe479a0d247c
1,,Worst customer support ever. You guys should close this app if you are not able to provide any support. I have raised ticket 3 times without giving any resolution they have closed the ticket. WORST CUSTOMER SUPPORT EVER,2026-05-12,play_store,7a7e013f-7566-486c-b856-6fa3dac31fbd
1,,"in the segment of scalping and overall during the time of profit most of the time groww start buffering or not working at all, in my individual openion it not good at all for the scalper. if groww read my view they should try to do something better for there customer and it will be good for there industry also. Thank You",2026-05-12,play_store,80229780-a220-4f6e-ab4d-ce28fe120a2f
1,,Extremely poor support experience from Groww. Redemption processed bataya gaya but amount 30 days baad bhi credit nahi hua. Multiple follow-ups ke baad bhi issue unresolved hai.,2026-05-12,play_store,ee610e75-677c-46af-b5a8-2d78059a17d2
1,,"WORST EXPERIENCE EVER. 6 days and my KYC is still pending. Your support team LIED to me on email - promised activation by 9 PM on 8th Oct 2026. It's 9:50 PM now, still blocked. I am losing money every day because I cannot start my SIP due to YOUR incompetence. This is financial harassment. Uninstalling and moving my entire portfolio to Zerodha. Never recommending Groww to anyone. SHAME.",2026-05-12,play_store,1e5a3b3f-afc6-4cf4-8086-80b89f780df1
5,,very good app to invest money and the best part is that we can invest in small amounts too.,2026-05-12,play_store,c4b08953-8e74-4c85-97b0-e8ef1381b705
1,,"A big Cheater company. pls refer my example. I have sold one of stock in my holdings namely Azad engineering on 6th May 2026 at 3.28 PM. The price shown by Groww app was 2294 but when I checked my orders they made it sold at 2282. They are cheaters and having lots of technical issues. also very very very pathetic customer service support. also many a times app laggs , get stucked in market timings so u can not buy/sell many a times on crucial timings. a lots of technical, support , issues.",2026-05-12,play_store,aeaad813-d01f-498d-aa7c-d742dfe8e4e2
1,,unable to buy the children's mutual fund like sbi children's investment funds. please advise what should I do????.... please allow adding minor so that we can buy children's fund from this app,2026-05-12,play_store,fbdaca4b-ca92-4b5c-bc36-650946081224
5,,"Please add Tagging feature in the MF section. This would ease one to tag the MFs on its purpose. Example: Studies, Retirement, Education etc",2026-05-12,play_store,0077a9ab-2582-459d-90e6-9a3f97d6272e
4,,please provide custom portfolio tracking in mutual funds section. It would be very useful.,2026-05-12,play_store,607ab104-b648-4a2f-81c7-d27fcd0fc179
2,,"Real time agent help support not available, there an AI agent which ask every time for raise complain ticket, that's why emergency help not possible, secondly please add latest news section in NSE and BSE index se we can track the indicator",2026-05-12,play_store,e2312d5a-6c10-4c7d-a02f-4cdc2dddbc60
5,,"Very Good experience,,I have been use five years.",2026-05-12,play_store,df0d6685-231b-400c-a325-326164e5cc36
2,,they take more money like service ect its good but charge more,2026-05-12,play_store,2cec45e6-f92b-4204-bd0e-a74698c47f79
4,,SUGGESTIONS add more filter showing current market price vs avg market price purchased,2026-05-12,play_store,5c86ac5b-cf3b-43c3-b8c6-0a9d15eaef98
5,,"Best app for the Investing in stocks, SIP, etc",2026-05-12,play_store,e1a31aa0-29ed-4ba5-a01d-782b58332648
1,,froad app koi download nhi Karan hai,2026-05-12,play_store,3ca14ae6-5fbb-486f-a148-eea2b8a81450
5,,groww app sach me bahut sahi hai,2026-05-12,play_store,0f5c4d34-5b78-40aa-a33e-1ce323ea123c
1,,too much hidden charges and very high brokrage even there is no any customer support for any payment and stock related issues,2026-05-12,play_store,6e9674c2-bf62-450c-87d8-21cb452fb639
1,,bad app no install new user exatra charge is app ko install kr ne se achaa to satta khel lo,2026-05-12,play_store,20d8129f-42e6-4171-85a5-00b842e69c9a
5,,it is quite good and very useful in trading if looking to start ho ahead,2026-05-12,play_store,15d4b730-a509-4a0a-b9bd-0b2464d3f1fb
4,,"Please add overchart SL and TG , this way trailing will be convenient. Thank you.",2026-05-12,play_store,65b4e714-634a-432b-a1bb-af347f695f3b
1,,ye app itna ghatiya h isme aaj tk maine kisi ko profit me jate nahi dekha h,2026-05-12,play_store,c025c181-e03a-4f97-8acd-15770ee3659d
1,,"Nothing in their app works, very bad user interface, no one in their customer support understands English. Zerodha is far better.",2026-05-12,play_store,a0cf1ab7-ff1d-4df6-97ea-84dde8f1fa69
5,,easy interface to understand the feature scalper is best among all feature,2026-05-12,play_store,cedbd4fd-7e9f-440a-ab2e-bd360ce1091a
5,,Easy to understand and fast response to request,2026-05-12,play_store,02ee871e-598f-44dc-92e8-4cfe96efc08f
5,,best app sip karo best return dega goood app,2026-05-12,play_store,ecd93a0f-2561-49a0-b551-619b34bd33aa
5,,Good Discount Broker. Easy to find relevant details and take an informed decision.,2026-05-12,play_store,a2732c7c-aa59-44f8-977c-6c8da2c32e74
5,,in portfolio stock and mutual fund logo add,2026-05-12,play_store,404096eb-0551-463d-bb3e-890f454b3b97
4,,Very easy to use apart from some technical issues.,2026-05-12,play_store,dda1b509-0df2-45e8-bdec-3be5cba64979
5,,good app & I am also used this app,2026-05-12,play_store,7b108031-e894-493c-a68c-1d05c3605f40
1,,Please Give a old update for grow app interface to see nifty and sensex and bank nifty please we are missing it,2026-05-11,play_store,8f851031-e623-4d7b-b418-684d5b05f746
3,,"grow app increase in Market because costumer demate account loot , fake report gift nifty current market news , I am also witnessed.don't open account from Grow. fake reporting. I given 0 star",2026-05-11,play_store,278bbce3-6e72-44a4-9bbd-3a09a4ac7ca1
3,,I love this because it is very simple to use but one thing I didn't like about that I calculated my amount deposits and charges and also my losses and profit there was a difference I don't know how is that possible that the total was less around 2-3k,2026-05-11,play_store,e36bacd7-ea1b-4035-afdd-75f3614ac93a
5,,I like this app too much because it is best made and Easy to Buy and Sale of Shares and Mutual Fund Systematics made,2026-05-11,play_store,03394f80-a85b-47b8-a685-3fa6af33da00
5,,Very easy to identify all the options and user friendly,2026-05-11,play_store,f8719d0b-d705-474d-a976-3c98561af240
5,,easy demate opening process.. easy to buy and sell,2026-05-11,play_store,d5d112c3-f43f-430b-b8fd-2a86e90329d5
1,,very difficult to redeem money too much time wasting and process is never ending not cool at all,2026-05-11,play_store,0ed0c165-84fe-47e3-a0f3-af2fde83efc0
5,,"Better one compared to Angel ,SHAREKHAN, BEYOND and UPSTOX",2026-05-11,play_store,69e813a1-81f2-481f-8aaa-ccaaec0f6ae0
1,,"So much change on intraday trading, almost zero profit, not satisfied",2026-05-11,play_store,77a44246-00e6-4fb0-b5d0-a4eb21a332d3
1,,The fraud people raised requests to close the account permanently due to trading loss and addiction when i came after 1 month my account was still active,2026-05-11,play_store,15c65dc7-90f5-4ba1-9585-e45c664c1649
1,,chart are not uploaded at the time always app stuck on market time . I will take legal action. because am paying you brokerage charges.,2026-05-11,play_store,c567e9ae-c99f-4e8c-afec-4c797f45d116
4,,"Just a feedback,Bring EGR option asap and Can you show 1 month,1 year,3 year,5year, and all time graph of global indices . this is a feedback",2026-05-11,play_store,aa132bb0-4c64-42c5-9cc2-bcd03746833a
1,,"abhi ke lea ye third class platform hai coustomer care aur backhand team bilkul bakwas hai koi support nahi hai sirf golibaazi karte hai bazar me behetar vikalp mauzood hai like Dhan, Zerodha etc.",2026-05-11,play_store,f87e580b-166e-4304-bc7e-d550a6f16a69
5,,thank groww stocks app for my treding garni,2026-05-11,play_store,1a1001ef-641e-4790-a6fd-14325c1a7e92
4,,over all app is good but some time chart or our portfolio holding not loaded,2026-05-11,play_store,5141118e-79f3-47c3-b2b4-9f3a9495f106
5,,It accurately reflects market fluctuations. This app is superior.,2026-05-11,play_store,22d5b468-37bd-4f74-96e5-464617ba47fd
1,,one of the third class app when you need your money to withdraw,2026-05-11,play_store,0c443527-0358-4913-b9bf-114ebd8ecf0c
5,,some time withdrawal process will be long time taken..,2026-05-11,play_store,bbf6fc52-b953-455e-b1f1-021110d5770e
1,,theres no timer showing and moment also in trading view mode and can't seeing Open position in the chart in trading view mode,2026-05-11,play_store,52420ba0-e184-47c3-b618-a0f0bb6a0b56
5,,"Very good user interface, all options in one platform.",2026-05-11,play_store,3d474912-2973-4721-99d1-f1697291fc29
5,,i am the bigginer in this sector (share market/ investing) thank you for making it simple and understandable its easy to use and do investments...!,2026-05-11,play_store,5002f797-f6a5-4935-a72f-df5b9e14332a
5,,it is a superb app for inviting.. ek dum zhakaaaasss..,2026-05-11,play_store,ebe63df3-3fc4-4e67-8a84-6df644a45556
4,,App good simple and essy but costomer care very slow and poor . Proper guidence and solution bhi nahi milta hai . groww excutive khud hi confuse rahty hai . Costomer care ( chat & call ) poor responce . And baat nahi kerty call cut kerty hai hai Please provide better costomer support experance,2026-05-10,play_store,f49ffd06-1d9e-495f-b6fd-3a46ec0573d3
5,,Thanks groww you are my life change.,2026-05-10,play_store,5ff2191e-8c7a-4abc-a4b3-edf16acfab4f
1,,groww doesn't have mutual fund opt out for demat mode settings available for users directly. They made demat default and hid the opt out option deep in the help center rather as a straight forward option where users can make decisions. These kinda shady practice questions their credibility.,2026-05-10,play_store,4a435d5a-a345-4081-93d4-34d8c159f133
4,,trading view chart is not working properly,2026-05-10,play_store,16f6b612-f920-4f0d-a5f4-21fa9aa7b0d6
5,,it's very good and helpful app for investment,2026-05-10,play_store,f9f85a0e-8bdd-46a9-9d61-b060dd77f1c7
5,,I'm new but I'm enjoying it - Thanks grow,2026-05-10,play_store,8812a0fe-0b8b-41dd-9d07-5a17db7913e6
5,,varey good app and using the isliye,2026-05-10,play_store,b232184b-965a-4a9c-be4c-b77ec9e1e6ab
3,,"Alpha, beta and PE should be shown in every mutual fund and stocks so that we can easily decide which one is better for us. Hope groww team will work on it.",2026-05-10,play_store,233b0c22-43d0-47cd-ae47-025df565bac7
4,,"Simple to handle but very effective to use. In Mutual Fund, ranking shows but there is no option to see other top ranked funds of the same category. Display of such fund with rank would be helpful in investment. Customer care is helpful in simple query through text massage only.",2026-05-10,play_store,efe78ca8-5d15-4acd-9c8c-15e51e926ee0
1,,frauds deliberately manipulating graphs so user can book at wrong prices,2026-05-10,play_store,60a43ed5-9d65-46bd-8771-336c1a7ed160
1,,this gu app is charging extra money in the name of groww charges on buying or selling of stocks and the worst thing is that.. they Even don't follow SEBI rules and hold money for extra time and can be withdrawal able after 10am of next to next days if there is a holiday they gonna hold money for more time extremely worst app doesn't follow SEBI NORMS,2026-05-10,play_store,81aa9e7b-0b9b-45d7-8e2d-4f793bfecf1e
5,,groww is great application for mutual funds invester,2026-05-09,play_store,a027cbf8-b5e7-4c03-a9ce-7e19e7f9469d
5,,Easy to use and better for facility,2026-05-09,play_store,6d697e5d-5689-485f-9709-e5aa24f3b18d
4,,very good app been using for past 3 years. i suggest to the product manager that we need option to invest every week in SIP for MF.,2026-05-09,play_store,15f94884-67e3-45df-9bda-612642ff283e
1,,"My SIP details is not showing, every month it is getting debited from my account, when I checked today in app it is showing no SIP and transaction history also not showing what the hell it is is this a genuine app or FRAUD or SCAM",2026-05-09,play_store,29046d65-487c-45b2-b18c-adc9658671a8
2,,"Changing the rating from 5 star to 2 star. If you are a broker, behave like a broker. What is this new nonsense of demat mutual fund and locking in our money in your platform in a way that even AMCs don't have power over.",2026-05-09,play_store,06fde66b-1087-47ea-9231-10370ad10dbb
1,,Worst customer service. My groww app logged out automatically. Most vulnerable app. Groww must add either 2 factor authentication or sim verification like bank apps for login.I contacted the customer service but no reply. Useless app. I think I have to shift from groww to other app.,2026-05-09,play_store,56731d03-e24d-44ce-b40d-c34bf861e4e1
5,,THIS app is secure and helpful.every one understand interfaces of the app . so app is very good.,2026-05-09,play_store,af052584-2cd7-4607-8fbe-dc7886cf604d
3,,the app is good but add daily p&l chart to see our profit and losses,2026-05-09,play_store,c6c65feb-7c26-46c5-a8c0-5f6975390372
1,,worst app I ever use. Their customer support is hell. they don't know how to talk....never recommend it to anyone....,2026-05-09,play_store,3dd7a9b7-a2b5-429c-abaa-15f09f3ce50d
5,,please provide Niftysmallcap index in All index section for better comparision with nifty 50 and other indices. and please provide gainer and loser least seperately with atleast 5 stocks.,2026-05-09,play_store,bc94f48b-0259-4477-96bb-980365b5cf91
5,,"Please provide volume in Index chart as soon possible... Example: Nifty 50 index, Bank nifty index etc....",2026-05-09,play_store,eb005b8e-0dab-4273-82ff-e1ece32185e8
5,,this aap is very important and very good aap,2026-05-09,play_store,72b64c9f-eb8c-44f7-9d38-ff8dfda88162
3,,"Interface is good, Speed of placing order is good. But CHARGES are worst part , it charges the most in industry.",2026-05-09,play_store,29a99792-56f8-4896-9339-93afdb4d6e96
1,,usless and spam not good consumer service,2026-05-09,play_store,b12c3c37-8e13-49bd-9bb8-3557ea0ddd63
2,,Please add features like on chart buy and sell features just like international app on chart put stoploss through line just drop on chart and stoploss is done,2026-05-09,play_store,91a3c3a7-1fb7-4942-8300-a1bed5f8ff8b
5,,this is amazing app rather than motlal oswal because rise app brockerage is at higher level at per share . And groww app cut little charge on share .,2026-05-09,play_store,f8fae807-09ab-4d52-a591-27ed9961f9b4
1,,Too many glitches on MF dashboard. some MFs are not showing at all.,2026-05-09,play_store,c2ca4fe3-f2e2-4b2c-adb9-c928b4b228c1
1,,"don't use this app, you cannot see proper transaction details, they will charge and hide if you keep amount in groww app , you cannot get the details and cannot able to connect with customer care also. Scam and fraud company.",2026-05-09,play_store,6d8c1f9c-0119-438f-aa8c-5a43c0753134
1,,"trade kharidne bechna 100rs charge krte ,20rs buy 20sell 60rs tax, kul milake broker hi kama rahe , kal mera 4k loss and 3k broker charges pay kre in a day, total loss 7k , kul milake broker profit m hai bs",2026-05-09,play_store,37b9f564-0fbb-4cb1-af29-72430fcbccbc
5,,"I am beginner, but still learning from this app",2026-05-09,play_store,9237d3ef-8828-4e8f-8fcb-9f2897a1208c
2,,"Dear Insvester, see Carefully : After Demarger graph showing like crash (Vedanta, Raymond, ABFRL, Tata Motors Passenger Vehicle etc.) Groww Team please update as pro rata basis. Otherwise we trapped those stocks. ""I loose money after Demarger Raymond stock"". So please update otherwise anyone trapped like me.",2026-05-09,play_store,674ad191-4ec6-4bba-bb7f-25001e491039
5,,this is the best app for stokes market.,2026-05-08,play_store,0df41220-217f-42f2-a7d3-9458910ef313
4,,"i have given the 1 star but you improve a lot so rating also increased, special about the data provided on platform.",2026-05-08,play_store,5e50bc1d-fa89-421f-9cd8-ac6574258e7a
1,,sabse ghatiya app hai sirf brokerage khata hai aur Kuchh Nahin Hai Koi Bhi Jaane Se download Na Karo Sahi ka App bahut Achcha hai yah third class app Hai yah sirf brokerage ke liye rahata hai aur aapke paise kha jata hai,2026-05-08,play_store,fe690ba3-3bdd-4401-88ad-47193b082505
4,,but I want something that make all analysis on investing companies without using screener.in and other,2026-05-08,play_store,84df91bf-4fe6-453f-be7e-ff8e4f82e1ec
3,,I'm unable to login with otp or mail,2026-05-08,play_store,b4b287b4-084a-44ea-b015-bd174a7d63b1
1,,too much glitch slowly work from last month,2026-05-08,play_store,1d087f0a-93c5-4f13-93c2-5e3762d0e11b
2,,without financial literacy don't come to here,2026-05-08,play_store,0e41023f-d0e5-44de-ac0d-3bddd9ae6e87
1,,there is no redemption option against the MF... not user friendly to use this app,2026-05-08,play_store,ee132056-4c4b-413d-a915-3b2ab483d386
1,,They are modifying rules too frequently and seems Groww is performing internal profit booking from the users based on TGT and auto squareoffs by triggering and too incorrect prices.. This app had become too much frustrating now.. Don't recommend for Intraday traders.,2026-05-08,play_store,d6fd1750-3bc5-4e1c-8f8b-167e0cd19103
5,,Seamless account opening and investments. App is decent.,2026-05-08,play_store,4b081fbf-a8ff-489c-8f92-8de5a89948f4
3,,please improve their features of marking the support and resistance level of big time frame but I come in small time frame what earlier 9 marked it is show very far in shorter time frame . my one suggestion is add a feature in scalping mode I can see the chart in different time frame . i can see the difference index 5 min chart and see the f&0 chart in different time frame,2026-05-08,play_store,b9f0f6b4-bda0-4c9e-89fb-e5bc0c8ece95
5,,best UI among all the trading apps. beer l transparent and easy to use,2026-05-08,play_store,901c06b0-3bf5-4ebf-bc86-49e88518c281
5,,very nice and smooth application thank you groww team good work,2026-05-08,play_store,cb044366-1eb7-4392-a852-487801511af7
1,,Too much bugs... not getting g opened... SL always hit 20-40 points up... useless,2026-05-08,play_store,00d77950-5f90-43f8-99ce-c42d7083b061
5,,this is the best app for Android,2026-05-08,play_store,10a827c8-f411-4de2-9970-dccdc3c7ff29
1,,please don't go to invest when I option trading try to buying at 2700 rupees and my account balance is 15800 something but they cut off my account balance arround 29000 and now my account balance is nigetive why grow management If I have 15800 rupees then how I buying share at 29000,2026-05-08,play_store,e4527da0-c871-4c4d-9020-05a72d0cd953
4,,give me suggestions which buy and sell feature,2026-05-08,play_store,83961d33-3a38-4330-bcff-daeabcb66228
1,,worst app i have used for waste of money brokrage are two high,2026-05-08,play_store,ef160d2a-9334-416b-b3ff-d71d3b9481a1
1,,f&o charges very high and sometimes it's hang at the time of order placed poor app,2026-05-07,play_store,335b0c78-0d53-46c7-9c0d-903ef44d1a51
5,,Every time there is issue in login plz fix it Each and every day this is happening,2026-05-07,play_store,c892347e-98b1-4b53-a597-d301871e1db7
3,,"Nice and easy to use this app, good user interface but customer support is not good and it is very hard to reach customer support",2026-05-07,play_store,f636f3b7-023a-4104-83d9-2350dc745210
2,,i applied a SIP through UPI but it never gets debited automatically. Every month i have to manually pay it.,2026-05-07,play_store,0913bb03-8919-4228-89d6-daac98d25bb1
1,,"This has been the worst experience — I strongly advise against installing this app. Choose another broker instead, because the support is inadequate and stop-loss orders get executed arbitrarily, even when the price action hasn’t reached the set level. I’ve already moved to another broker.",2026-05-07,play_store,84b4ff85-ec23-48f4-935f-d460a256b039
4,,app is good overall experience is top-notch. but please release the updated app for ipad. please,2026-05-07,play_store,21f44370-82ce-419f-bff3-fa0a445a1fe1
3,,grow is good but no the best because when you add the wallet money hidden charges is a bad facility. for the time being is good. l am invested on grow,2026-05-07,play_store,541bbf12-508c-4943-b209-5a648fe76c45
4,,groww app is excellent app I learn more actually I started learn etf stock buying saling after I buying ipo stock I earn money l learn it's excellent know I trade call & put I get profit &loss also wonderful app one of the problem taxes,2026-05-07,play_store,280cbb89-0eb9-47fb-8998-80442163c309
4,,Please implement an alert system for Mutual funds also like share.,2026-05-07,play_store,73bf82fb-9109-4104-a489-f7ce625be2a9
3,,Requesting customer support to please reach out to change my number. Thanks in advance.,2026-05-07,play_store,71dc3206-2bd5-48c4-9114-1fde0dbf494c
5,,"nice application one thing need to update,open interest and change of open interest all broker give this . Grow application clear and fast no doubt.",2026-05-07,play_store,e2534a4b-9492-4b02-9626-84ef87ab3d43
3,,groww app broker charge kucha jyada hone laga,2026-05-07,play_store,cdba873f-aaa6-4017-8cfe-c80f69549c97
3,,UNABLE TO TRADE BECAUSE THE STOCKS SCREENER IS NOT UP TO MKT STANDARDS TO SELECT & TRADE INSTANTLY,2026-05-07,play_store,45018f65-c74f-4739-b3a4-6991b03a2377
1,,you fund's are not be able to used by after u sales u product scammer are operating this be safe for this app or fake broker uninstall this app or be safe your mobile or bank account,2026-05-07,play_store,595a6778-af3a-4bd3-8f70-b317c4a5355f
5,,"Ekdum smooth experience hai! App ka interface bahut clean aur simple hai, jiski wajah se mutual funds aur SIP mein invest karna bahut easy ho gaya hai. Beginners ke liye ye best app hai. 5 stars!",2026-05-07,play_store,769ac3fb-3d10-4f83-b477-28f0d396adbc
4,,"Kindly show the sector in which the stock falls into when we open the stock name profile.. earlier it used to be a small label at the upper right corner. Please add that detail back.. or better still, Please provide a small Tab or button which gives Some information about the sector in which it falls into, what the company does, what's their moat, their compitition etc.. it would be very helpful if we have such information available at just a click..The app is doing Great work! keep it up !",2026-05-07,play_store,a95adcd7-c91a-4a8f-9bb3-3dc065a1d637
1,,"this is one of the worst.. high and hidden charges, worst customer support. don't use grow to grow. if u use the group will not allow you to grow.. mark my words..",2026-05-07,play_store,9cd1df5f-4438-4ec1-b8d2-74d4cc7f8986
5,,App provide a excellent and fast service.,2026-05-07,play_store,362f64e9-8f1c-43e2-aeae-b429d978eb1e
1,,"brokerage charge too high, need to switch the app, any recommendations?",2026-05-07,play_store,292d6abb-9ba0-4a71-bf22-5ffb28cbd52d
1,,vry vry bad experience.All stocks watching u in Groww app n withdrawal times he not get up. After withdrawal he is sudden up what is this.I watching this many times. do plz do not cheat the people.what is this?????,2026-05-07,play_store,40658c71-721f-45a4-8852-cd8075208525
5,,User friendly other apps.... Thanks for it,2026-05-07,play_store,5052717b-e704-47c9-80b2-78aad97cede3
1,,app kavie thik se kam nhi karta hai.....limit order karte hain phir bhi turant buy ho jata hai,2026-05-07,play_store,f723824d-4c00-42e1-9ea7-9bc229e0ac25
5,,good for beginners easy to learn easy to invest,2026-05-07,play_store,b58e5311-13a9-4256-98ae-e9b9d5ac1fc9
3,,Nee update version have so many glich....no one chart clearly visualized....I open one chart and it shows another,2026-05-07,play_store,ea410917-8354-4001-822f-86fa97f6f3f0
5,,super app for beginners who want to invest,2026-05-07,play_store,9427d53b-baa4-4d17-aa13-fdcf22d18e78
5,,very helpful application for those who wants to invest in share market and other commodity thank groww,2026-05-07,play_store,8a667c7a-d191-4d52-b827-165dad6f40b2
1,,seway bahut kharab hain koi download kar invest na karo,2026-05-06,play_store,fc88718a-18d5-4ae8-bcf5-3d3ca3ccfea9
